nDCG,AUC,rND,GPA
0.8919479846954346,0.8704043590478922,0.13134079261475223,0.057067291554614985
0.8921543955802917,0.8631423749391081,0.10407560584902069,0.07411583206435668
0.8690828680992126,0.8609195895818532,0.11735959082291429,0.061539650465580964
0.8688302636146545,0.8751103913357037,0.1171715019506043,0.047711218316792814
0.8863111734390259,0.8637106003130495,0.11515489219334266,0.06961331089543732
0.8719090461730957,0.8683837031880886,0.12704376919551225,0.05367768164056874
0.850824236869812,0.8700251584081761,0.16446543654593831,0.02802709986261065
0.8719832897186279,0.8663677528618406,0.08843140287421422,0.08205058692084766
0.8706917762756348,0.8536440266497726,0.09503459228675624,0.1071354335786251
0.8700162172317505,0.8637944717488607,0.10348850887169778,0.07355190416544832
0.8681645035743714,0.8770982633023716,0.1653618535141524,0.032761252017793674
0.8203078508377075,0.8632459050834198,0.12472302932289377,0.05596828573579793
0.850824236869812,0.8700251584081761,0.16446543654593831,0.02802709986261065
0.8589919805526733,0.8622251109825613,0.09141655402799884,0.0846329917580454
0.8856548070907593,0.8522211876940214,0.08568113502398908,0.09406070752653262
0.8577262759208679,0.8611164136023584,0.124198081983991,0.06658093405016974
0.8914663314819335,0.8636940606511384,0.13265501012473974,0.0541364002409912
0.8644857108592987,0.8579211428057114,0.11242247195277202,0.09308146201703438
0.8662992000579834,0.8695208712915754,0.12472244655947815,0.05773371156362406
0.8983601331710815,0.8730370161916524,0.11680372173073403,0.05532786794985922
0.8724771738052368,0.8767795218646839,0.14580842479632336,0.05888984839275635
0.8870500922203064,0.8622417761812468,0.12381957435429447,0.060322336498141005
0.8856548070907593,0.8522211876940214,0.08568113502398908,0.09406070752653262
0.8564686179161072,0.8610883420491847,0.09019313868636426,0.07248037845626687
0.8569421231746673,0.8725746654273884,0.16302601134923367,0.031041369104760963
0.864020824432373,0.8639619465454076,0.09932985494383637,0.08973132642448833
0.8646716475486755,0.8653063143001156,0.16334011928155465,0.015786387013561165
0.8895153999328613,0.8598099911357262,0.10346938898325689,0.10434500989838291
0.8861963629722596,0.8674199924461791,0.09894535644579668,0.06234455526489713
0.8565716743469238,0.8541857105041134,0.10567041730374013,0.10292561760702279
