nDCG,AUC,rND,GPA
0.6759812065628079,0.1300139425139425,0.3420691038824043,0.2212075812027613
0.6295466531438466,0.1483068910553435,0.24278897932441684,0.15943024450720833
0.6008926642707093,0.14230567092540317,0.2443050735592879,0.13745620662960312
0.7093728001455069,0.13636574074074076,0.35240520669879993,0.20949882143003185
0.6416583146853385,0.13068913043478259,0.3249084301197639,0.17187014121878708
0.612126203014759,0.13596788861652376,0.27502225895255494,0.19414581115947782
0.6305879225823625,0.16177479606617368,0.19231084354436673,0.09257342422260595
0.5878510457220367,0.14965644078891704,0.27977341584378745,0.18219694647514584
0.6353133325824424,0.1447310052222188,0.28398048922415986,0.18809898626319788
0.657768643950237,0.13776997939509894,0.32312238375625596,0.2106944745078394
0.6244096290753565,0.14604251012145747,0.22063016467716384,0.12000528895076035
0.6618053114041443,0.1736098063924848,0.2937518361976025,0.15652727699049163
0.6262458701410325,0.14425886686886313,0.28822836805577357,0.156016606520618
0.6615726242427827,0.14773112204110947,0.262097095748555,0.1652700695553777
0.6765944577004606,0.1300139425139425,0.3420691038824043,0.2212075812027613
0.6153697445710178,0.14876561794370016,0.2871445654401761,0.15328803360678744
0.6840265450602853,0.1219847372182597,0.28659500456300957,0.09978388018075424
0.6311290504811087,0.14711461593702152,0.25939424251968635,0.14220031934003075
0.6528420067224839,0.12637952284325807,0.2848530434227035,0.14215051588793737
0.6457045310461569,0.1375897465794277,0.2999306713942732,0.16645722630332638
0.6618668339743036,0.1736098063924848,0.2937518361976025,0.15652727699049163
0.6353729267531744,0.14156390639063904,0.29312458864708935,0.1829102829362519
0.645491994590971,0.1332860871878429,0.3290372941426759,0.17803912192706062
0.6586092114658563,0.1848762838468721,0.2755673873298464,0.16325351684508194
0.6571378596493451,0.13776997939509894,0.32312238375625596,0.2106944745078394
0.6639369454131236,0.16135093088851035,0.32187830992611266,0.1898161042476577
0.7029987954128478,0.11816659918752076,0.26035520692311226,0.15164822571011316
0.6552271849201545,0.12756834355712338,0.2957351660062212,0.1537362417658713
0.64867042418715,0.1343870991306889,0.2920314959342752,0.13990784220515506
0.6495226025055246,0.13705469450143526,0.30106383139546405,0.19109590166808688
