0.9217861453679252,0.8424570560455322,0.20618819587216008,0.9996833393930216,0.07433373228241891,0.5052554607391357,[1; 1]
0.9410100966718137,0.8625079393386841,0.23880852693438132,0.9999978658798143,0.09224222296109807,0.4832041561603546,[2; 1]
0.9410155665971512,0.8628262281417847,0.23882011145629023,0.9999978476937292,0.09219760373674124,0.48823675513267517,[3; 1]
0.9410100966718137,0.8625079393386841,0.23880852693438132,0.9999978658798143,0.09224222296109807,0.4818747043609619,[4; 1]
0.9410100966718137,0.8625079393386841,0.23880852693438132,0.9999978658798143,0.09224222296109807,0.4748736321926117,[5; 1]
0.9410508172271045,0.8631445169448853,0.23886625687647597,0.9999978143558572,0.09216554158103352,0.47601187229156494,[6; 1]
0.9410872833960214,0.8631445169448853,0.23888976710946744,0.9999977775149571,0.09213601255486781,0.48920226097106934,[7; 1]
0.9241872400012804,0.8488224148750305,0.24425935224653927,0.999527574443506,0.08643848349798022,0.4918210506439209,[1; 2]
0.929975636547367,0.8485041260719299,0.22969024432275117,0.9998058233237951,0.09146677468031261,0.49356818199157715,[2; 2]
0.9410155665971512,0.8628262281417847,0.23882011145629023,0.9999978476937292,0.09219760373674124,0.46909594535827637,[3; 2]
0.9410100966718137,0.8625079393386841,0.23880852693438132,0.9999978658798143,0.09224222296109807,0.4744964838027954,[4; 2]
0.9410100966718137,0.8625079393386841,0.23880852693438132,0.9999978658798143,0.09224222296109807,0.4774012565612793,[5; 2]
0.9410508172271045,0.8631445169448853,0.23886625687647597,0.9999978143558572,0.09216554158103352,0.4794079065322876,[6; 2]
0.9410872833960214,0.8631445169448853,0.23888976710946744,0.9999977775149571,0.09213601255486781,0.4858856797218323,[7; 2]
0.9391335071013812,0.8609166145324707,0.21678670317582455,0.9997501626730555,0.06400692996271151,0.45685842633247375,[1; 3]
0.9410100966718137,0.8625079393386841,0.23880852693438132,0.9999978658798143,0.09224222296109807,0.47487449645996094,[2; 3]
0.9306336483064909,0.8516868352890015,0.21321432232697632,0.9998949591526006,0.07037466973688766,0.5042955279350281,[3; 3]
0.9410100966718137,0.8625079393386841,0.23880852693438132,0.9999978658798143,0.09224222296109807,0.48518097400665283,[4; 3]
0.9410100966718137,0.8625079393386841,0.23880852693438132,0.9999978658798143,0.09224222296109807,0.4703235924243927,[5; 3]
0.9410508172271045,0.8631445169448853,0.23886625687647597,0.9999978143558572,0.09216554158103352,0.48220810294151306,[6; 3]
0.9410872833960214,0.8631445169448853,0.23888976710946744,0.9999977775149571,0.09213601255486781,0.482397198677063,[7; 3]
0.9339940057721893,0.8523233532905579,0.24100340567042555,0.9998199003070939,0.07675056714888995,0.47981032729148865,[1; 4]
0.9356554449460119,0.8609166145324707,0.22428057258791406,0.9998310347742823,0.07516956436214417,0.5076308846473694,[2; 4]
0.9364362261404896,0.8593252897262573,0.24423645590824475,0.9999015725453354,0.08200726915356849,0.47110334038734436,[3; 4]
0.9298650225016521,0.8497772216796875,0.20696911049736483,0.9986241076410399,0.06705210010314777,0.5138757824897766,[4; 4]
0.9410100966718137,0.8625079393386841,0.23880852693438132,0.9999978658798143,0.09224222296109807,0.47615736722946167,[5; 4]
0.9410508172271045,0.8631445169448853,0.23886625687647597,0.9999978143558572,0.09216554158103352,0.4809040427207947,[6; 4]
0.9410872833960214,0.8631445169448853,0.23888976710946744,0.9999977775149571,0.09213601255486781,0.48288315534591675,[7; 4]
0.9349338199811105,0.8548694849014282,0.22085855964571624,0.9995886280463805,0.07458604106119948,0.492593377828598,[1; 5]
0.9262479837247436,0.844684898853302,0.21089503491349,0.9999371125223533,0.07837931452998914,0.492769718170166,[2; 5]
0.9331267187214475,0.8500954508781433,0.25512948685178255,0.9999230122188436,0.08948399977802612,0.48453062772750854,[3; 5]
0.9410100966718137,0.8625079393386841,0.23880852693438132,0.9999978658798143,0.09224222296109807,0.4743269979953766,[4; 5]
0.9410100966718137,0.8625079393386841,0.23880852693438132,0.9999978658798143,0.09224222296109807,0.4703751504421234,[5; 5]
0.9410508172271045,0.8631445169448853,0.23886625687647597,0.9999978143558572,0.09216554158103352,0.4697476327419281,[6; 5]
0.9395548939421995,0.8583704829216003,0.22697974326743664,0.9997280236221007,0.0721204991178207,0.4727759063243866,[7; 5]
0.9365918151278687,0.8609166145324707,0.20971948163944534,0.9998454691466522,0.08406438625002455,0.516456127166748,[1; 6]
0.9358357498923235,0.8478676080703735,0.26096573805490386,0.9998240532596527,0.10041278945767718,0.4836176335811615,[2; 6]
0.9360999270271442,0.8564608693122864,0.23695169145422312,0.9996488120808985,0.07095360887789204,0.511429488658905,[3; 6]
0.9412574588509672,0.8583704829216003,0.2454927023520858,0.999746736552913,0.08558938738524358,0.5099433064460754,[4; 6]
0.9410100966718137,0.8625079393386841,0.23880852693438132,0.9999978658798143,0.09224222296109807,0.48519137501716614,[5; 6]
0.9410508172271045,0.8631445169448853,0.23886625687647597,0.9999978143558572,0.09216554158103352,0.478490948677063,[6; 6]
0.928217967205569,0.8516868352890015,0.21077512393148207,0.9997756618374964,0.07232838626113969,0.4905720055103302,[7; 6]
0.9377988453190201,0.8602800965309143,0.25283731354508654,0.99994744250366,0.08388202434577308,0.5037238001823425,[1; 7]
0.9323358080356041,0.8567790985107422,0.236791927084364,0.9997423193144,0.08535027455281652,0.48676061630249023,[2; 7]
0.9410155665971512,0.8628262281417847,0.23882011145629023,0.9999978476937292,0.09219760373674124,0.477144718170166,[3; 7]
0.930023042566959,0.8535964488983154,0.21358976584698394,0.9999222880548339,0.07051595825656143,0.5070887207984924,[4; 7]
0.9410100966718137,0.8625079393386841,0.23880852693438132,0.9999978658798143,0.09224222296109807,0.45572009682655334,[5; 7]
0.9270380840512779,0.8434118628501892,0.2010911350432433,0.9998896500292254,0.07857638072398676,0.5298522710800171,[6; 7]
0.8907899017885035,0.8017186522483826,0.17283409932372343,0.999697198840803,0.07277862789303924,0.4999074637889862,[7; 7]
