Main Accuracy,AUC,Sensitive Accuracy,rND,GPA,nDCG
0.9011241696474195,0.9972328790447568,0.5628513030148186,0.05093941785409783,0.000585434791500361,0.9775755978595991
0.7151251916198262,0.9682716240791223,0.5728155339805825,0.039257166945940634,0.03509837495173512,0.9483938188064254
0.8592233009708737,0.9900406182909796,0.5702606029637199,0.07159348783215194,0.023677991891868144,0.933647578594944
0.9049565661727134,0.9967936068116205,0.5567194685743485,0.07001404758036273,0.02255503191683378,0.9832559203569813
0.85743484925907,0.9930973417985312,0.5654062340316811,0.07419608520216052,0.027172416510044928,0.9657320685655095
0.8487480838017374,0.9923025671509167,0.5705160960654062,0.03252148130387635,0.015184562065811702,0.9777937100608275
0.8998467041389883,0.9963755493801376,0.5641287685232499,0.07132235722766567,0.024337415511580918,0.9704661738453589
0.9013796627491057,0.9968676023748186,0.5654062340316811,0.08919947402977867,0.018200401457968973,0.9822164092720563
0.8421052631578947,0.9875041864468488,0.5564639754726622,0.03605851895146476,0.00161702658768903,0.9513509930784116
0.8469596320899335,0.9916849097764933,0.5705160960654062,0.037433501810466355,0.04033355865684335,0.9515836533536473
0.9325498211548289,0.9983289606379376,0.5554420030659172,0.08455963992118815,0.009328986424688046,0.9936318184777816
0.8321410321921308,0.9889868702731546,0.5751149718957588,0.08790075067246694,0.05155527983115232,0.9607787819738367
0.9282064384261625,0.9982353837289418,0.560296371997956,0.05308923944997814,0.007683372893501739,0.982906609903649
0.8461931527848748,0.9918145464256014,0.5725600408788962,0.04802238563652947,0.021296444193542874,0.9619801724983189
0.8891159938681655,0.9954481891775322,0.5661727133367399,0.04051451627630835,0.016681848994806403,0.9823558871723332
0.8671435871231477,0.991393237115369,0.5763924374041901,0.03795706356403515,0.0011550123323494366,0.9607772777732013
0.9422585590189065,0.9989839025756331,0.5531425651507409,0.06926358894652294,0.009353293537308904,0.9839422987247995
0.882473173224323,0.9932147368474581,0.560296371997956,0.03199511836729196,0.005196109265805771,0.9680415018980076
0.8852835973428718,0.9961321809101218,0.5763924374041901,0.06656965185966769,0.0035520496659232625,0.9803052512562844
0.883495145631068,0.9952708815009282,0.5495656617271334,0.06401687745140665,0.007076474377522068,0.9556452438696468
0.8479816044966786,0.9893954849062411,0.556208482370976,0.042490723835994684,0.024705779612233858,0.9271749853067328
0.8063362289218191,0.98264167429073,0.5513541134389371,0.07377869315134526,0.0208258607837421,0.9624721135615906
0.9514563106796117,0.9992337199565157,0.5531425651507409,0.06899514696364421,0.005708764684324075,0.9890691807617168
0.7335206949412366,0.976716187985857,0.5687276443536025,0.06297337346874837,0.0898532351586574,0.9872559350243049
0.8620337250894226,0.9926407316809163,0.5707715891670925,0.04925350902029896,0.006869652476048649,0.995641181764585
0.8909044455799694,0.9968680810422482,0.5564639754726622,0.05076664896678723,0.001648016441134048,0.971726140413608
0.8068472151251916,0.9829938778473016,0.5643842616249362,0.022948665637038988,0.02440232009439708,0.9053405775196289
0.8331630045988758,0.9881458920323046,0.5666836995401124,0.05331455799039925,0.01149863844862642,0.8373720013402443
0.9039345937659683,0.996576397857126,0.5738375063873276,0.06902765632992552,0.01278153342835825,0.9866447392446881
0.9343382728666326,0.9983440980419258,0.5679611650485437,0.10780941978278903,0.013601575361748885,0.9871606724636963
