nDCG,AUC,rND,GPA,Schedule
0.7069547460423666,0.15171416220530043,0.35610939217836796,0.17136920402629274,[1; 1]
0.6457668325048822,0.17342799188640973,0.25590419594754116,0.15802615814198895,[2; 1]
0.6442002511491424,0.14487663352508895,0.2767940473927676,0.15827727343939058,[3; 1]
0.5571111190337075,0.21787400658397899,0.15646925257318278,0.10775522729621256,[4; 1]
0.6940436714314602,0.1341984504372693,0.3422779507188668,0.17712446357367984,[5; 1]
0.6624675256619408,0.14305606357862535,0.33076923730673957,0.1998804248262549,[6; 1]
0.4020512995720571,0.5562610148638313,0.15070656234321322,0.010529469155828863,[7; 1]
0.6342998462627478,0.13415480663718285,0.23118214177105886,0.1433197447697926,[1; 2]
0.698787247656789,0.1322261663286004,0.31280616002725664,0.17108331140756006,[2; 2]
0.691708188666615,0.147711402254514,0.35612659911329897,0.17774332464212006,[3; 2]
0.695754597204739,0.14151398264223725,0.3545033778697064,0.16082909940053025,[4; 2]
0.6443618510900897,0.13389086556046953,0.27417711452723426,0.160208454175905,[5; 2]
0.4360416586038251,0.17552497256675426,0.17781994998120665,0.11933119852319729,[6; 2]
0.645309424917234,0.2660027266983674,0.32826263896736513,0.15072787033415702,[7; 2]
0.5899998186675673,0.1366923818707811,0.24391102380450386,0.1561121730353492,[1; 3]
0.674242837512775,0.12779943803411697,0.33834712464215544,0.1783789320141027,[2; 3]
0.303153124150023,0.583101951917002,0.1404306679879275,0.09652189040299919,[3; 3]
0.6744224598740063,0.14629401788980148,0.3129670280152774,0.1595139592974002,[4; 3]
0.6946329470244318,0.127676819738636,0.34466299789813276,0.16731258135886973,[5; 3]
0.43365798338166295,0.22182896618228978,0.1436694163442082,0.09397990852727578,[6; 3]
0.6290728630943535,0.13606889901240315,0.3416688389302888,0.1896190210718285,[7; 3]
0.6603752493766357,0.15057526685066336,0.2869322422487537,0.1623831642587481,[1; 4]
0.567823904230812,0.1405164100688325,0.21720915233051719,0.15807956367328968,[2; 4]
0.7028927177409802,0.16042006118445115,0.371038193380641,0.1879407284666531,[3; 4]
0.6605814288774068,0.13676304326139727,0.34993048333685106,0.17798068219062546,[4; 4]
0.2697771387156699,0.4589769061949256,0.06393473363673569,0.02926747747966163,[5; 4]
0.42363667237548464,0.23328026801449803,0.19155020040411208,0.13427894819902586,[6; 4]
0.3252827246852614,0.2307530841618728,0.13467299192914098,0.08281201411304162,[7; 4]
0.6307518428383793,0.13002527183852622,0.2737234118305829,0.16899106170585787,[1; 5]
0.41946305132803885,0.27834353074186147,0.1740419641192645,0.0407071745617672,[2; 5]
0.46680993179647556,0.30163892860705616,0.12432903577838252,0.06837479022492432,[3; 5]
0.5421318155535587,0.3455757656369501,0.26726036101631107,0.1247556894073022,[4; 5]
0.7067455475455686,0.13660717254680277,0.3362464155942834,0.1528049630420918,[5; 5]
0.6175260525078424,0.18084743790110727,0.3213211185037009,0.16730240962745235,[6; 5]
0.7024686046050722,0.13100621820237424,0.3306878341187105,0.16039712168373732,[7; 5]
0.7309995065677007,0.12488985136168657,0.35857337545916607,0.17628819484741198,[1; 6]
0.3876801836195705,0.38951468094303865,0.1399180815004321,0.08699524010189319,[2; 6]
0.3699170494265101,0.4005524058125229,0.09193744162686217,0.07569929882475623,[3; 6]
0.25091649596840104,0.6551973531074385,0.12000904667937487,0.07621319122192682,[4; 6]
0.610382211856928,0.13298889369201608,0.2639514571219966,0.16123879425720622,[5; 6]
0.6089583543610296,0.21233540052538827,0.29143885709412654,0.15281106336540706,[6; 6]
0.5291343304775514,0.16740930402686793,0.22088724892509337,0.1557000241829769,[7; 6]
0.6890002788574034,0.12533252419113491,0.3333683036799132,0.16043975100640795,[1; 7]
0.6215552811501277,0.17749310012303396,0.32542599583162474,0.1699151732113492,[2; 7]
0.5677166445193886,0.20100463871246635,0.19031895058312756,0.1170292547042927,[3; 7]
0.6217382321249479,0.1315278655272171,0.25313452574420425,0.162782569560457,[4; 7]
0.36772947445052145,0.5,0.07774489053749958,0.0,[5; 7]
0.6485174353870913,0.14373565989425732,0.32148857318208784,0.16442954791840914,[6; 7]
0.7150685228352153,0.15016168988793938,0.33823937174561103,0.17568254918769166,[7; 7]
0.26281895857137366,0.5250598543544042,0.0980783255482187,0.043493573655539186,BaseDR
