Main Accuracy,AUC,Sensitive Accuracy,rND,GPA,nDCG
0.23577235772357724,0.6975233461700012,0.6617886178861788,0.26654798445938616,0.15838931462809347,0.6424878786628174
0.22113821138211381,0.6820130027099122,0.6536585365853659,0.26168919223812404,0.09730190222706153,0.6573834450057015
0.23414634146341465,0.6985954704697706,0.6382113821138211,0.342453738870587,0.09780268635574535,0.6480316559066869
0.2577235772357724,0.6877011189461589,0.6463414634146342,0.2754712905523188,0.08750383305474685,0.6142880718172821
0.22764227642276422,0.680559766064017,0.6170731707317073,0.3403314819977755,0.1278143844779316,0.6864874473488208
0.22845528455284553,0.655821503215392,0.6382113821138211,0.30507728762794434,0.10227255495810417,0.644555085470943
0.2577235772357724,0.7019805768985059,0.6560975609756098,0.29130405850112656,0.18064157565809275,0.6146673938598435
0.25853658536585367,0.7014283890150808,0.6373983739837399,0.2860377358705453,0.11981760775286604,0.6477375548361421
0.24634146341463414,0.6981764444765572,0.667479674796748,0.23129797348319728,0.17514140281015536,0.6484018086618095
0.24878048780487805,0.6898926088890451,0.616260162601626,0.2855721840116238,0.12003773206630586,0.6647346797350061
0.24471544715447155,0.6823785854423526,0.6357723577235772,0.20675156517516025,0.09991976380110207,0.5982923106189005
0.25447154471544714,0.7183381051491132,0.6536585365853659,0.30857875381729766,0.09667088580125421,0.648386064107739
0.25040650406504067,0.6862651768098291,0.6422764227642277,0.23895151361098813,0.1420183604384727,0.5951681045345943
0.2601626016260163,0.7035585528859398,0.6471544715447154,0.25800177703945515,0.13901805693396319,0.5810359238109222
0.22764227642276422,0.6510142031032524,0.5934959349593496,0.27880977920582717,0.058375738881133954,0.5983179334650467
0.24796747967479674,0.6866154950059997,0.6130081300813008,0.28585232703328745,0.11715558397614556,0.6514232496944422
0.25853658536585367,0.7076067468580598,0.6447154471544716,0.2810786371275411,0.12946590924515655,0.6683933555348712
0.26260162601626014,0.7076401337088604,0.634959349593496,0.28064849338116227,0.12208609287415884,0.6195631658222479
0.2528455284552846,0.692811571883402,0.6219512195121951,0.2508213704692327,0.07870888535885423,0.6173185636251051
0.28292682926829266,0.7049335678863422,0.6227642276422765,0.30502074049096106,0.13607540637738835,0.6492313801800265
0.24959349593495936,0.6923608810911215,0.6479674796747967,0.33257312572884296,0.15124254001930038,0.6719153527484365
0.25203252032520324,0.6926426012179265,0.6260162601626016,0.2805425874700433,0.1226382065438037,0.6391075467232502
0.23008130081300812,0.6947223374593078,0.6455284552845528,0.28296657015016596,0.11721465734635234,0.6419986417773097
0.23658536585365852,0.694586105087233,0.6317073170731707,0.3141469847674439,0.16506803949781934,0.6520841842626713
0.2682926829268293,0.6966041615057804,0.640650406504065,0.2718565211858878,0.10506063939477489,0.6413329946025916
0.24878048780487805,0.6864355694672243,0.6317073170731707,0.2644122872005383,0.10015261436120892,0.6190010023209019
0.25203252032520324,0.6939255494692647,0.6325203252032521,0.32189437584929964,0.12715272308910452,0.6801792037633198
0.25447154471544714,0.691489171282662,0.6227642276422765,0.20436132286388792,0.14455045175254633,0.6176388961157739
0.24715447154471545,0.6992979585469662,0.6601626016260163,0.259850653536362,0.10968748171258147,0.6039587173031078
0.23252032520325203,0.6886654587620505,0.6479674796747967,0.24982394197575705,0.10419914094479393,0.6183566823363494
