Main Accuracy,AUC,Sensitive Accuracy,rND,GPA,nDCG
0.9220746039856924,0.9988237462110666,0.5569749616760348,0.08272686370840772,0.014873462235155066,0.9929067662390784
0.9333163004598876,0.9987947479209882,0.5625958099131323,0.031320589555660104,0.0019441851317627545,0.9892817931842816
0.9529892692897292,0.9991283375484322,0.5618293306080736,0.06178905519651817,0.020955732804062654,0.9892952373737262
0.9517118037812979,0.9992399177575837,0.5735820132856413,0.052349261905793025,0.01959574264325392,0.986437880513204
0.8978027593254982,0.998092998470406,0.571282575370465,0.058051843823097964,0.029229993542895405,0.937588149746544
0.957843638221768,0.9993807326034194,0.558252427184466,0.03938851936567317,0.019327131599853775,0.991947999959286
0.9141543178334185,0.9979266571460126,0.5730710270822688,0.07498383336355348,0.05159011333831054,0.9753727875455839
0.955799693408278,0.9994393323011398,0.5618293306080736,0.06707271306184323,0.007527236547661187,0.9894874358928242
0.9468574348492591,0.9990116238090379,0.5797138477261113,0.07660247997013149,0.021929100929408585,0.9875110783118378
0.9478794072560041,0.9991615133885767,0.5715380684721513,0.05005302180661663,0.046579087473836045,0.9898626308965979
0.9443025038323966,0.9993718007306572,0.5470107307102708,0.04267861728941248,0.026283872766224237,0.9917247913860173
0.9399591211037301,0.9991427354686941,0.5631067961165048,0.035410353965293254,0.01194899756074369,0.984773492744172
0.9430250383239652,0.9991484583570184,0.5610628513030148,0.07118109438866368,0.010300912471650714,0.9865840849180818
0.9501788451711803,0.9992407879108492,0.5707715891670925,0.05260527905736813,0.015117222790940243,0.989270586637775
0.9371486969851814,0.9989130184695092,0.5774144098109351,0.08173843707968413,0.015803558083409497,0.9915876036788444
0.926673479816045,0.998824854661752,0.5585079202861523,0.051769274905036515,0.03719179213544488,0.9895883632461681
0.9580991313234543,0.9993616014896725,0.5871231476750127,0.026164647205788063,0.0016483300177990712,0.9923123078808813
0.9517118037812979,0.9992766186776988,0.567194685743485,0.04093130893871671,0.01532890950417104,0.9853279228863149
0.9629535002554931,0.9995530594799789,0.560296371997956,0.04159006901254665,0.013306751664131589,0.9933427654386691
0.9448134900357691,0.9990394378674873,0.5643842616249362,0.05965709527167795,0.03472192190639711,0.9861003589896882
0.9596320899335717,0.9992754047596142,0.5689831374552887,0.07949126261117663,0.012473363333694643,0.9862354037469134
0.9583546244251405,0.999458366591971,0.5638732754215636,0.04961993988070221,0.0012779006505668766,0.990954816917078
0.92769545222279,0.9988142485457254,0.5751149718957588,0.09059350922002771,0.033858633902334234,0.9818663333422819
0.956821665815023,0.9992208832748917,0.558252427184466,0.036517319403873025,0.01834269379738579,0.9903546319786869
0.9039345937659683,0.9977186750945324,0.5613183444047011,0.07501663776996556,0.010998118720915717,0.9877342282274089
0.9483903934593766,0.9993978893081111,0.5641287685232499,0.10298982879087615,0.01823840255584519,0.9907056479430513
0.9184977005620848,0.9978145321600518,0.5636177823198774,0.056101188402940254,0.026273890322976223,0.9848819557416497
0.9356157383750638,0.9988016547843224,0.5564639754726622,0.05221342669575132,0.004249149758821902,0.980929933306535
0.9407256004087889,0.9991001771107195,0.5595298926928973,0.05501187320063288,0.0071363300837727905,0.9831263059276021
0.9121103730199285,0.9989651769872046,0.5700051098620337,0.0990369399524903,0.019987112880614444,0.9188531830319364
