Main Accuracy,AUC,Sensitive Accuracy,rND,GPA,nDCG
0.8516812528788577,0.7646938909070566,0.6685091355750038,0.14073330109630627,0.1100575306819073,0.7164242267608643
0.8343313373253493,0.7345499181669395,0.6711192998618148,0.06250417106787381,0.03330391913957051,0.7297216653823853
0.8420082911100876,0.7617145687606544,0.6725011515430677,0.14960040680637404,0.09432313665858985,0.7084354162216187
0.8380162751420236,0.7547575070518223,0.6668202057423614,0.14789326205547665,0.06746089334107744,0.7288113236427307
0.8484569322892677,0.7732586040969002,0.6620604943958237,0.21063760177951477,0.12525755809985184,0.7141744494438171
0.8502994011976048,0.7763200138646125,0.6646706586826348,0.17716617481055438,0.12004141320078152,0.7371968626976013
0.8378627360663289,0.747591148692048,0.6714263780132044,0.09603123434306231,0.03447503202652641,0.7054281234741211
0.8476892369107938,0.7428704825358369,0.6701980654076463,0.14521332614633314,0.08790459789812557,0.7854264378547668
0.8453861507753724,0.7636873977086744,0.665745432212498,0.1561933650243154,0.07988219086585427,0.7981346249580383
0.8466144633809305,0.7522105357324752,0.6655918931368033,0.15759332894746061,0.04798976013210776,0.7007131576538086
0.84692154153232,0.7448347107438017,0.6749577767541839,0.15838180995227896,0.0724553103034287,0.7452366948127747
0.8472286196837095,0.7714497224812168,0.6701980654076463,0.2052909880895129,0.1424646330653304,0.7171129584312439
0.8393981268232765,0.7449515152482132,0.680792261630585,0.14200779861772514,0.14317262648759005,0.7126932144165039
0.844311377245509,0.7504589041859767,0.6700445263319514,0.16059833435918575,0.10685935340535146,0.7131890654563904
0.8455396898510671,0.7380742463278349,0.6652848149854138,0.16434663973520533,0.10352466093517304,0.7643342614173889
0.8446184553968985,0.7690866190820942,0.6577614002763703,0.15170704780237107,0.11771034733954946,0.7273601293563843
0.8510670965760786,0.7648521098324248,0.6774144019653001,0.16055567443108304,0.08403443208512185,0.7316988706588745
0.8438507600184247,0.7506959505140599,0.6698909872562567,0.11604839896276634,0.07082023754143002,0.7360060214996338
0.8438507600184247,0.7426302284640026,0.6783356364194687,0.16589565607255027,0.041120253880225666,0.7362056374549866
0.8409335175802242,0.7718622077770204,0.6577614002763703,0.2009327616916102,0.14044646084140852,0.6362828016281128
0.8421618301857823,0.7677692342690752,0.6720405343159834,0.14953390835456457,0.09743382638780612,0.6680359840393066
0.8433901427913404,0.7729306656896782,0.6680485183479196,0.167761838378782,0.08907623132899564,0.7197059392929077
0.8392445877475817,0.729633555420957,0.6774144019653001,0.11941705804640157,0.03686052209278187,0.7217074036598206
0.8453861507753724,0.7460200231151327,0.6698909872562567,0.16997688547555012,0.06425192807068697,0.7151498794555664
0.8456932289267619,0.7762854094567608,0.667127283893751,0.15498517034560114,0.11420078559772223,0.6967421174049377
0.8470750806080147,0.7655702518333837,0.6631352679256871,0.1486765685347126,0.1282609271195735,0.7346898913383484
0.8424689083371718,0.7490990308903694,0.6701980654076463,0.15158572872780263,0.11389002319262942,0.7142648696899414
0.8429295255642562,0.7714680740654632,0.6817134960847536,0.1606014252512822,0.09869212048748169,0.7043517827987671
0.8530631045601106,0.7664069984577303,0.6725011515430677,0.1694424089143905,0.07771890662892561,0.748683750629425
0.8456932289267619,0.7494109932316917,0.665131275909719,0.17244553123127687,0.13778899927136865,0.72149658203125
